rank,word,reading,vid,sid,part_of_speech,meanings
17037,挿れる,いれる,2100850,227438387,vt; v1,to insert (usu. as part of sexual intercourse)
17038,テンションが上がる,テンションがあがる,2836861,2989258770,exp; v5; v5r,to get excited; to get hyped up; to become happy; to get in a good mood
17039,膳,ぜん,1396490,2779728560,n; ctr,small dining table (usu. for a single person); serving tray (with legs); meal; food; serving; counter for bowlfuls of rice; counter for pairs of chopsticks
17040,震えだす,ふるえだす,1633520,470302612,v5; v5s,to begin to tremble
17041,ちょろい,ちょろい,1007880,886833526,adj-i,"easy; simple; simple (way of thinking, etc.); simple-minded; obvious (trick); soft; lax; slack"
17042,催眠,さいみん,1292220,4064671455,n,hypnosis
17043,鑑,かがみ,2017840,2653341050,n,model; pattern; paragon; exemplar
17044,泥だらけ,どろだらけ,2795520,4289198636,adj-na; adj-no,covered in mud; mud-caked
17045,踏み外す,ふみはずす,1450120,1190861355,vt; v5; v5s,to miss one's footing; to be off the right track; to be on the wrong path
17046,交友関係,こうゆうかんけい,1272560,4260395034,n,one's relationships; people one knows; circle of friends
17047,手放し,てばなし,1659080,617157856,n,not holding on; not using the hands; letting go one's hold; lack of reserve (in expressing one's emotions); lack of restraint; openly (saying)
17048,几帳面,きちょうめん,1564360,371784993,adj-na; n,methodical; precise; meticulous; scrupulous; regular; punctual; wooden post that has been carved to have a rounded corner with grooves running along either side of it
17049,嫡男,ちゃくなん,1422940,2365471596,n,heir; eldest son
17050,口封じ,くちふうじ,2840550,3140306298,n; vs,muzzling (a person); preventing (a person) from revealing something; silencing (a person); murdering (a person) to prevent them from revealing something
17051,勝手にしろ,かってにしろ,2068190,4170448868,exp; int,have it your way; to hell with you!; get rooted!; bugger you!
17052,童顔,どうがん,1453950,791669072,n; adj-no,child's face; childlike face; boyish face; baby face
17053,マン,マン,1129970,1720032490,n; suf,man
17054,自首,じしゅ,1317890,3100177341,n; vs,surrender (to the authorities); giving oneself up; turning oneself in
17055,つきもの,,,,,
17056,賞品,しょうひん,1351960,1982684765,n,prize; trophy
17057,肥料,ひりょう,1484310,1998115385,n,manure; fertilizer; fertiliser; compost
17058,グレる,グレる,1004150,1144785732,vi; v1,to stray from the right path; to go wrong; to go off the rails; to turn delinquent
17059,びしょ濡れ,びしょぬれ,1612930,2327599314,adj-no; n,sopping wet; dripping wet; sodden; drenched; soaked
17060,親玉,おやだま,1365130,2459155413,n,boss; chief; head
17061,臣,おみ,2228300,2779534985,n,"retainer; attendant; Omi (hereditary title; orig. one of the two highest such titles, later demoted to sixth highest of eight); I; me"
17062,至る所,いたるところ,1311880,652421192,adv; exp; n,everywhere; all over; throughout
17063,茹でる,ゆでる,1571470,1285982257,vt; v1,"to boil (something in hot water); to treat with medicinal steam (a swelling, etc.)"
17064,メジャー,メジャー,1133140,336148270,adj-na; n,"major; large; important; famous; mainstream; the Major Leagues; Major League Baseball; major (key, scale, etc.); (oil) major; major record label"
17065,天罰,てんばつ,1440180,2152282509,n,divine punishment; wrath of God; justice of heaven; nemesis; suitable punishment; just deserts; come-uppance
17066,祓う,はらう,2183000,4054714908,vt; v5; v5u,to exorcise; to cleanse; to purify
17067,お化け屋敷,おばけやしき,1001680,4196349878,n,haunted house
17068,建築物,けんちくぶつ,1714330,4234304585,n,building; structure
17069,酔いしれる,よいしれる,1653720,4113406355,vi; v1,to be befuddled (with drink); to be intoxicated; to be infatuated; to be entranced; to be carried away
17070,何じゃ,,,,,
17071,ダイニング,ダイニング,1076840,3659132185,n,dining; dining room; meal
17072,さすれば,さすれば,2848208,3982617194,conj,so; therefore; for that reason; if so; if that is the case; in that case
17073,正攻法,せいこうほう,1377110,3461639366,n,frontal attack
17074,暖房,だんぼう,1419860,3260139260,n; vs,(indoor) heating
17075,呼び声,よびごえ,1266370,2880728026,n,call; hail; yell
17076,診療所,しんりょうしょ,1610680,943759128,n,clinic; medical office; infirmary
17077,詫び,わび,1562670,2044962080,n,apology; excuse
17078,精子,せいし,1379940,9705572,adj-no; n,sperm
17079,金銀,きんぎん,1242780,2395528337,n,gold and silver; money
17080,才覚,さいかく,1294430,2645206721,n; vs,ready wit; quick wits; resourcefulness; raising (money)
17081,身の程,みのほど,1641700,431588750,exp; n,one's social position; one's place; one's standing
17082,売却,ばいきゃく,1473980,2721275573,n; vs,selling off; disposal by sale; sale
17083,謎を解く,なぞをとく,2402210,3305774617,exp; v5; v5k,to solve a mystery
17084,忍耐,にんたい,1467500,1930856808,n; vs,endurance; perseverance; patience
17085,対人,たいじん,1713770,3474496775,adj-no,personal; inter-personal
17086,今の時代,いまのじだい,2793530,2303125825,exp; n,modern times; the modern age; this day and age
17087,漁,りょう,1956080,1960013690,n; suf,"fishing; gathering seafood (e.g. clams, seaweed); catch (e.g. of fish); haul"
17088,祖父母,そふぼ,1396850,278458090,n,grandparents
17089,元気づける,げんきづける,1260750,687996413,vt; v1,to pep up; to cheer up
17090,水面下,すいめんか,1372150,2348937972,adj-no; n,underwater; behind closed doors; behind the scenes; below the surface
17091,２３日,にじゅうさんにち,2738200,1223361186,n,twenty-third day of the month; twenty-three days
17092,口を割る,くちをわる,1872200,1449926837,exp; v5; v5r,to confess; to speak out; to disclose; to tell
17093,吸血,きゅうけつ,1228300,550800473,adj-no; n,bloodsucking; sucking blood
17094,立ち入り,たちいり,1891460,3618613709,n; vs,entering; going into
17095,武家,ぶけ,1498380,917758721,n,samurai; warrior; military family
17096,思いがする,おもいがする,2099700,1558507513,exp; vs,to feel as though ...
17097,拡がる,ひろがる,1602360,2955006235,vi; v5; v5r,to spread (out); to extend; to stretch; to reach to; to get around; to fill (e.g. a space)
17098,伝播,でんぱ,1442370,210224343,n; vs,transmission; propagation; spread; circulation; diffusion; dissemination
17099,噂が流れる,うわさがながれる,2780030,1831838048,exp; v1,to have rumors going around (rumours); to have rumors spread
17100,筋肉質,きんにくしつ,1933510,1668437644,adj-na; adj-no; n,"muscular; lean (of a company's operations, etc.)"
17101,裏表,うらおもて,1550560,3051377082,n,back and front; inside and outside; both sides; inside out (e.g. clothing); double-dealing; two faces (cf. two-faced); outward appearance and actual condition; inner workings
17102,止めに入る,とめにはいる,2837171,3280546470,exp; v5; v5r,to intervene; to stop (something)
17103,戻って行く,もどっていく,2092970,3905921487,v5; v5k-s,to go back
17104,駄目になる,だめになる,1007460,3547678694,exp; v5; v5r,to spoil; to break; to go bad; to go wrong; to fail
17105,知らない間に,しらないあいだに,1420430,3949482905,adv; exp,before one knows it; before one realises; without one's knowledge; without noticing
17106,人聞きの悪い,ひとぎきのわるい,2700620,537254823,adj-i; exp,disreputable; scandalous; disgraceful
17107,万物,ばんぶつ,1584560,298634097,n,all things; all creation
17108,お願いできますか,おねがいできますか,2221720,490928951,exp,may I ask (for); might I ask (that)
17109,突っぱねる,つっぱねる,2012590,2143278796,vt; v1,to reject; to spurn; to turn down; to refuse
17110,下準備,したじゅんび,1185340,3439341834,n,preliminary arrangements; spade work
17111,綿密,めんみつ,1533390,1135516313,adj-na; n,minute; detailed; careful; scrupulous; thorough
17112,心待ちにする,こころまちにする,1360810,1262935915,exp; vs,to look forward to
17113,ズタズタ,ズタズタ,2591700,1898860873,adv; adj-na,to pieces; into shreds
17114,むず痒い,むずがゆい,2086300,1656974686,adj-i,itchy; creepy; feeling uneasy
17115,とびっきり,とびっきり,2833447,843136521,adj-no; n; adv,best; extra-fine; superfine; unequalled; exceptionally; extraordinarily; by far
17116,フリーズ,フリーズ,1111760,1071151585,n; vs,freezing; turning into ice; freezing; locking up; freezing (in one's tracks); frieze (part of an entablature between the architrave and the cornice)
17117,身を投じる,みをとうじる,1365630,1005441522,exp; v1,to throw oneself (into an activity)
17118,夜分,やぶん,1537100,4269406137,adv; n,evening; night; nighttime
17119,居並ぶ,いならぶ,1231880,1027720514,vi; v5; v5b,to sit in a row; to be arrayed
17120,最後の手段,さいごのしゅだん,2826757,3228648613,exp; n,last resort
17121,薄っぺらい,うすっぺらい,2599600,983836740,adj-i,very thin; flimsy; cheap; shallow
17122,どうしたもんか,どうしたもんか,2846024,4146474346,exp,what is to be done?; what should (I) do?; what (am I) to do?
17123,適合,てきごう,1437390,1494112453,adj-no; n; vs,conformity; compatibility; adaptability; congruity; congruence
17124,誰にだって,だれにだって,2827631,3859746735,exp; pn,anyone; anybody; everyone; whoever
17125,ランタン,ランタン,1140070,1360813168,n,lanthanum (La); lantern
17126,喘ぎ声,あえぎごえ,2394350,1527996224,n,panting; gasping; heavy breathing
17127,空席,くうせき,1245690,320854207,adj-no; n,empty seat; unoccupied seat; vacancy; vacant post
17128,なぎ倒す,なぎたおす,1459670,2366433013,vt; v5; v5s,to mow down; to cut down; to knock down; to defeat; to beat
17129,まんざらでもない,まんざらでもない,1526780,1940129887,adj-i; exp,not all bad; not as dissatisfied (or annoyed) as one would have others believe
17130,方便,ほうべん,1517080,1408851159,n,"expedient; means; instrument; upaya (skillful means, methods of teaching)"
17131,トーナメント,トーナメント,1084700,2315368499,n,tournament
17132,窃盗,せっとう,1386110,632777840,adj-no; n; vs,theft; stealing; larceny
17133,打ちひしぐ,うちひしぐ,2009530,3159382705,vt; v5; v5g,to crush (with the weight of misfortune)
17134,心を痛める,こころをいためる,1876490,292345608,exp; v1,to be grieved at heart; to be troubled; to be worried; to trouble oneself (about something)
17135,司書,ししょ,1306670,3247340104,n,librarian
17136,根拠のない,こんきょのない,1290130,2244547785,adj-i; exp,baseless; groundless
17137,日本刀,にほんとう,1464780,2992198708,n,Japanese sword (usu. single-edged and curved); Japanese bladed weapon
17138,跨ぐ,またぐ,1267830,2735053104,vt; v5; v5g,to step over; to step across; to stride over; to stride across; to cross; to stretch over; to span; to bridge; to saddle; to straddle
17139,此,こん,2765700,1962753320,adj-pn; pn,this
17140,ＤＮＡ,ディーエヌエー,2196190,2001836729,n,deoxyribonucleic acid; DNA
17141,オイル,オイル,1033900,1853692140,n,oil; petroleum; oil; lubricant; grease; (cooking) oil; (massage) oil; ointment; kerosene; engine oil
17142,意気投合,いきとうごう,1156510,618959785,n; vs,hit it off with (a person); find a kindred spirit in (a person); sympathy; mutual understanding
17143,幾らでも,いくらでも,1858120,1983330063,adv,as many as one likes; as much as one likes; great many; plenty; to any degree; in unlimited quantities; any amount (of); any number (of); almost (none); (not) much; no matter how much; no matter how big or small
17144,紙幣,しへい,1311600,3036887648,n,paper money; note; bill
17145,愚行,ぐこう,1245130,4019452840,n,foolish act; folly
17146,芸能,げいのう,1253130,3454334507,n,public entertainment; performing arts; accomplishments; attainments
17147,あんぐり,あんぐり,2523820,3507961604,adv; adj-pn,open-mouthed
17148,銃身,じゅうしん,1337060,1336922262,n,gun barrel
17149,一概に,いちがいに,1161390,3696653856,adv,unconditionally; as a rule
17150,物品,ぶっぴん,1502720,3094455291,n,goods; articles
17151,カッコ悪い,カッコわるい,1205330,2359592596,adj-i,unattractive; ugly; unstylish; uncool
17152,何の変哲もない,なんのへんてつもない,1642670,2220713250,adj-i; exp,completely ordinary; plain; commonplace; everyday
17153,ウ,ウ,1172190,2204208770,n,cormorant (Phalacrocoracidae spp.)
17154,見て見ぬふり,みてみぬふり,1715760,1633905931,exp,pretending not to see something; turning a blind eye to; burying one's head in the sand
17155,軽装,けいそう,1252800,3830920833,n; vs,light clothing; dressing light; light equipment; light armaments
17156,野良猫,のらねこ,1537690,2142224677,n,stray cat; alley cat
17157,静粛,せいしゅく,1381920,1920769080,adj-na; n,silent
17158,早退,そうたい,1400310,1519042224,n; vs,leaving early
17159,頭いい,あたまいい,2261200,3987335575,adj-i; exp,bright; intelligent
17160,敏捷,びんしょう,1491080,4146274093,adj-na; n,nimble; agile; quick; quick (thinking); smart; alert; prompt
